Clock cycle: 20, Requests in queue: 0, Servers: 10
Clock cycle: 8897, Requests in queue: 424, Servers: 10
Clock cycle: 8898, Requests in queue: 424, Servers: 10
Clock cycle: 8900, Requests in queue: 425, Servers: 10
Clock cycle: 8901, Requests in queue: 425, Servers: 10
Clock cycle: 8902, Requests in queue: 425, Servers: 10
Clock cycle: 8903, Requests in queue: 425, Servers: 10
Clock cycle: 8904, Requests in queue: 425, Servers: 10
Clock cycle: 8905, Requests in queue: 425, Servers: 10
Clock cycle: 8906, Requests in queue: 425, Servers: 10
Clock cycle: 8907, Requests in queue: 425, Servers: 10
Clock cycle: 8908, Requests in queue: 425, Servers: 10
Clock cycle: 8909, Requests in queue: 425, Servers: 10
Clock cycle: 8910, Requests in queue: 425, Servers: 10
Clock cycle: 8911, Requests in queue: 425, Servers: 10
Clock cycle: 8912, Requests in queue: 425, Servers: 10
Clock cycle: 8914, Requests in queue: 426, Servers: 10
Clock cycle: 8915, Requests in queue: 426, Servers: 10
Clock cycle: 8917, Requests in queue: 427, Servers: 10
Clock cycle: 8918, Requests in queue: 427, Servers: 10
Clock cycle: 8919, Requests in queue: 427, Servers: 10
Clock cycle: 8920, Requests in queue: 427, Servers: 10
Clock cycle: 8921, Requests in queue: 427, Servers: 10
Clock cycle: 8922, Requests in queue: 427, Servers: 10
Clock cycle: 8923, Requests in queue: 427, Servers: 10
Clock cycle: 8924, Requests in queue: 427, Servers: 10
Clock cycle: 8925, Requests in queue: 427, Servers: 10
Clock cycle: 8926, Requests in queue: 427, Servers: 10
Clock cycle: 8927, Requests in queue: 427, Servers: 10
Clock cycle: 8928, Requests in queue: 427, Servers: 10
Clock cycle: 8929, Requests in queue: 427, Servers: 10
Clock cycle: 8930, Requests in queue: 427, Servers: 10
Clock cycle: 8932, Requests in queue: 428, Servers: 10
Clock cycle: 8933, Requests in queue: 428, Servers: 10
Clock cycle: 8934, Requests in queue: 428, Servers: 10
Clock cycle: 8935, Requests in queue: 428, Servers: 10
Clock cycle: 8936, Requests in queue: 428, Servers: 10
Clock cycle: 8937, Requests in queue: 428, Servers: 10
Clock cycle: 8938, Requests in queue: 428, Servers: 10
Clock cycle: 8939, Requests in queue: 428, Servers: 10
Clock cycle: 8941, Requests in queue: 427, Servers: 10
Clock cycle: 8943, Requests in queue: 426, Servers: 10
Clock cycle: 8944, Requests in queue: 426, Servers: 10
Clock cycle: 8945, Requests in queue: 426, Servers: 10
Clock cycle: 8947, Requests in queue: 427, Servers: 10
Clock cycle: 8948, Requests in queue: 427, Servers: 10
Clock cycle: 8950, Requests in queue: 428, Servers: 10
Clock cycle: 8951, Requests in queue: 428, Servers: 10
Clock cycle: 8952, Requests in queue: 428, Servers: 10
Clock cycle: 8953, Requests in queue: 428, Servers: 10
Clock cycle: 8954, Requests in queue: 428, Servers: 10
Clock cycle: 8955, Requests in queue: 428, Servers: 10
Clock cycle: 8956, Requests in queue: 428, Servers: 10
Clock cycle: 8957, Requests in queue: 428, Servers: 10
Clock cycle: 8958, Requests in queue: 428, Servers: 10
Clock cycle: 8959, Requests in queue: 428, Servers: 10
Clock cycle: 8961, Requests in queue: 429, Servers: 10
Clock cycle: 8962, Requests in queue: 429, Servers: 10
Clock cycle: 8963, Requests in queue: 429, Servers: 10
Clock cycle: 8964, Requests in queue: 429, Servers: 10
Clock cycle: 8965, Requests in queue: 429, Servers: 10
Clock cycle: 8966, Requests in queue: 429, Servers: 10
Clock cycle: 8967, Requests in queue: 429, Servers: 10
Clock cycle: 8968, Requests in queue: 429, Servers: 10
Clock cycle: 8969, Requests in queue: 429, Servers: 10
Clock cycle: 8970, Requests in queue: 429, Servers: 10
Clock cycle: 8971, Requests in queue: 429, Servers: 10
Clock cycle: 8972, Requests in queue: 429, Servers: 10
Clock cycle: 8973, Requests in queue: 429, Servers: 10
Clock cycle: 8975, Requests in queue: 428, Servers: 10
Clock cycle: 8976, Requests in queue: 428, Servers: 10
Clock cycle: 8977, Requests in queue: 428, Servers: 10
Clock cycle: 8978, Requests in queue: 428, Servers: 10
Clock cycle: 8980, Requests in queue: 429, Servers: 10
Clock cycle: 8981, Requests in queue: 429, Servers: 10
Clock cycle: 8982, Requests in queue: 429, Servers: 10
Clock cycle: 8983, Requests in queue: 429, Servers: 10
Clock cycle: 8984, Requests in queue: 429, Servers: 10
Clock cycle: 8985, Requests in queue: 429, Servers: 10
Clock cycle: 8986, Requests in queue: 429, Servers: 10
Clock cycle: 8987, Requests in queue: 429, Servers: 10
Clock cycle: 8988, Requests in queue: 429, Servers: 10
Clock cycle: 8989, Requests in queue: 429, Servers: 10
Clock cycle: 8990, Requests in queue: 429, Servers: 10
Clock cycle: 8991, Requests in queue: 429, Servers: 10
Clock cycle: 8992, Requests in queue: 429, Servers: 10
Clock cycle: 8993, Requests in queue: 429, Servers: 10
Clock cycle: 8995, Requests in queue: 430, Servers: 10
Clock cycle: 8996, Requests in queue: 430, Servers: 10
Clock cycle: 8997, Requests in queue: 430, Servers: 10
Clock cycle: 8998, Requests in queue: 430, Servers: 10
Clock cycle: 8999, Requests in queue: 430, Servers: 10
Clock cycle: 9000, Requests in queue: 430, Servers: 10
Clock cycle: 9001, Requests in queue: 430, Servers: 10
Clock cycle: 9002, Requests in queue: 430, Servers: 10
Clock cycle: 9003, Requests in queue: 430, Servers: 10
Clock cycle: 9004, Requests in queue: 430, Servers: 10
Clock cycle: 9005, Requests in queue: 430, Servers: 10
Clock cycle: 9007, Requests in queue: 431, Servers: 10
Clock cycle: 9008, Requests in queue: 431, Servers: 10
Clock cycle: 9009, Requests in queue: 431, Servers: 10
Clock cycle: 9010, Requests in queue: 431, Servers: 10
Clock cycle: 9011, Requests in queue: 431, Servers: 10
Clock cycle: 9012, Requests in queue: 431, Servers: 10
Clock cycle: 9013, Requests in queue: 431, Servers: 10
Clock cycle: 9014, Requests in queue: 431, Servers: 10
Clock cycle: 9015, Requests in queue: 431, Servers: 10
Clock cycle: 9016, Requests in queue: 431, Servers: 10
Clock cycle: 9017, Requests in queue: 431, Servers: 10
Clock cycle: 9018, Requests in queue: 431, Servers: 10
Clock cycle: 9020, Requests in queue: 430, Servers: 10
Clock cycle: 9021, Requests in queue: 430, Servers: 10
Clock cycle: 9023, Requests in queue: 429, Servers: 10
Clock cycle: 9024, Requests in queue: 429, Servers: 10
Clock cycle: 9025, Requests in queue: 429, Servers: 10
Clock cycle: 9027, Requests in queue: 430, Servers: 10
Clock cycle: 9028, Requests in queue: 430, Servers: 10
Clock cycle: 9029, Requests in queue: 430, Servers: 10
Clock cycle: 9030, Requests in queue: 430, Servers: 10
Clock cycle: 9032, Requests in queue: 429, Servers: 10
Clock cycle: 9033, Requests in queue: 429, Servers: 10
Clock cycle: 9035, Requests in queue: 430, Servers: 10
Clock cycle: 9036, Requests in queue: 430, Servers: 10
Clock cycle: 9037, Requests in queue: 430, Servers: 10
Clock cycle: 9038, Requests in queue: 430, Servers: 10
Clock cycle: 9039, Requests in queue: 430, Servers: 10
Clock cycle: 9040, Requests in queue: 430, Servers: 10
Clock cycle: 9041, Requests in queue: 430, Servers: 10
Clock cycle: 9042, Requests in queue: 430, Servers: 10
Clock cycle: 9043, Requests in queue: 430, Servers: 10
Clock cycle: 9044, Requests in queue: 430, Servers: 10
Clock cycle: 9046, Requests in queue: 429, Servers: 10
Clock cycle: 9047, Requests in queue: 429, Servers: 10
Clock cycle: 9048, Requests in queue: 429, Servers: 10
Clock cycle: 9049, Requests in queue: 429, Servers: 10
Clock cycle: 9050, Requests in queue: 429, Servers: 10
Clock cycle: 9051, Requests in queue: 429, Servers: 10
Clock cycle: 9052, Requests in queue: 429, Servers: 10
Clock cycle: 9053, Requests in queue: 429, Servers: 10
Clock cycle: 9054, Requests in queue: 429, Servers: 10
Clock cycle: 9055, Requests in queue: 429, Servers: 10
Clock cycle: 9057, Requests in queue: 428, Servers: 10
Clock cycle: 9059, Requests in queue: 429, Servers: 10
Clock cycle: 9060, Requests in queue: 429, Servers: 10
Clock cycle: 9062, Requests in queue: 430, Servers: 10
Clock cycle: 9063, Requests in queue: 430, Servers: 10
Clock cycle: 9064, Requests in queue: 430, Servers: 10
Clock cycle: 9065, Requests in queue: 430, Servers: 10
Clock cycle: 9066, Requests in queue: 430, Servers: 10
Clock cycle: 9067, Requests in queue: 430, Servers: 10
Clock cycle: 9068, Requests in queue: 430, Servers: 10
Clock cycle: 9070, Requests in queue: 429, Servers: 10
Clock cycle: 9072, Requests in queue: 430, Servers: 10
Clock cycle: 9073, Requests in queue: 430, Servers: 10
Clock cycle: 9074, Requests in queue: 430, Servers: 10
Clock cycle: 9075, Requests in queue: 430, Servers: 10
Clock cycle: 9076, Requests in queue: 430, Servers: 10
Clock cycle: 9077, Requests in queue: 430, Servers: 10
Clock cycle: 9078, Requests in queue: 430, Servers: 10
Clock cycle: 9079, Requests in queue: 430, Servers: 10
Clock cycle: 9080, Requests in queue: 430, Servers: 10
Clock cycle: 9082, Requests in queue: 431, Servers: 10
Clock cycle: 9084, Requests in queue: 432, Servers: 10
Clock cycle: 9085, Requests in queue: 432, Servers: 10
Clock cycle: 9087, Requests in queue: 433, Servers: 10
Clock cycle: 9088, Requests in queue: 433, Servers: 10
Clock cycle: 9089, Requests in queue: 433, Servers: 10
Clock cycle: 9090, Requests in queue: 433, Servers: 10
Clock cycle: 9091, Requests in queue: 433, Servers: 10
Clock cycle: 9092, Requests in queue: 433, Servers: 10
Clock cycle: 9093, Requests in queue: 433, Servers: 10
Clock cycle: 9094, Requests in queue: 433, Servers: 10
Clock cycle: 9095, Requests in queue: 433, Servers: 10
Clock cycle: 9096, Requests in queue: 433, Servers: 10
Clock cycle: 9097, Requests in queue: 433, Servers: 10
Clock cycle: 9098, Requests in queue: 433, Servers: 10
Clock cycle: 9099, Requests in queue: 433, Servers: 10
Clock cycle: 9100, Requests in queue: 433, Servers: 10
Clock cycle: 9101, Requests in queue: 433, Servers: 10
Clock cycle: 9103, Requests in queue: 434, Servers: 10
Clock cycle: 9104, Requests in queue: 434, Servers: 10
Clock cycle: 9105, Requests in queue: 434, Servers: 10
Clock cycle: 9106, Requests in queue: 434, Servers: 10
Clock cycle: 9108, Requests in queue: 435, Servers: 10
Clock cycle: 9109, Requests in queue: 435, Servers: 10
Clock cycle: 9110, Requests in queue: 435, Servers: 10
Clock cycle: 9111, Requests in queue: 435, Servers: 10
Clock cycle: 9112, Requests in queue: 435, Servers: 10
Clock cycle: 9113, Requests in queue: 435, Servers: 10
Clock cycle: 9114, Requests in queue: 435, Servers: 10
Clock cycle: 9115, Requests in queue: 435, Servers: 10
Clock cycle: 9116, Requests in queue: 435, Servers: 10
Clock cycle: 9117, Requests in queue: 435, Servers: 10
Clock cycle: 9118, Requests in queue: 435, Servers: 10
Clock cycle: 9119, Requests in queue: 435, Servers: 10
Clock cycle: 9120, Requests in queue: 435, Servers: 10
Clock cycle: 9121, Requests in queue: 435, Servers: 10
Clock cycle: 9122, Requests in queue: 435, Servers: 10
Clock cycle: 9123, Requests in queue: 435, Servers: 10
Clock cycle: 9124, Requests in queue: 435, Servers: 10
Clock cycle: 9126, Requests in queue: 436, Servers: 10
Clock cycle: 9128, Requests in queue: 435, Servers: 10
Clock cycle: 9130, Requests in queue: 436, Servers: 10
Clock cycle: 9132, Requests in queue: 437, Servers: 10
Clock cycle: 9133, Requests in queue: 437, Servers: 10
Clock cycle: 9134, Requests in queue: 437, Servers: 10
Clock cycle: 9135, Requests in queue: 437, Servers: 10
Clock cycle: 9136, Requests in queue: 437, Servers: 10
Clock cycle: 9137, Requests in queue: 437, Servers: 10
Clock cycle: 9138, Requests in queue: 437, Servers: 10
Clock cycle: 9139, Requests in queue: 437, Servers: 10
Clock cycle: 9141, Requests in queue: 438, Servers: 10
Clock cycle: 9142, Requests in queue: 438, Servers: 10
Clock cycle: 9143, Requests in queue: 438, Servers: 10
Clock cycle: 9144, Requests in queue: 438, Servers: 10
Clock cycle: 9145, Requests in queue: 438, Servers: 10
Clock cycle: 9146, Requests in queue: 438, Servers: 10
Clock cycle: 9147, Requests in queue: 438, Servers: 10
Clock cycle: 9148, Requests in queue: 438, Servers: 10
Clock cycle: 9149, Requests in queue: 438, Servers: 10
Clock cycle: 9150, Requests in queue: 438, Servers: 10
Clock cycle: 9152, Requests in queue: 437, Servers: 10
Clock cycle: 9153, Requests in queue: 437, Servers: 10
Clock cycle: 9154, Requests in queue: 437, Servers: 10
Clock cycle: 9155, Requests in queue: 437, Servers: 10
Clock cycle: 9156, Requests in queue: 437, Servers: 10
Clock cycle: 9157, Requests in queue: 437, Servers: 10
Clock cycle: 9160, Requests in queue: 437, Servers: 10
Clock cycle: 9162, Requests in queue: 438, Servers: 10
Clock cycle: 9163, Requests in queue: 438, Servers: 10
Clock cycle: 9164, Requests in queue: 438, Servers: 10
Clock cycle: 9165, Requests in queue: 438, Servers: 10
Clock cycle: 9166, Requests in queue: 438, Servers: 10
Clock cycle: 9167, Requests in queue: 438, Servers: 10
Clock cycle: 9168, Requests in queue: 438, Servers: 10
Clock cycle: 9170, Requests in queue: 439, Servers: 10
Clock cycle: 9171, Requests in queue: 439, Servers: 10
Clock cycle: 9173, Requests in queue: 440, Servers: 10
Clock cycle: 9174, Requests in queue: 440, Servers: 10
Clock cycle: 9175, Requests in queue: 440, Servers: 10
Clock cycle: 9177, Requests in queue: 439, Servers: 10
Clock cycle: 9179, Requests in queue: 440, Servers: 10
Clock cycle: 9180, Requests in queue: 440, Servers: 10
Clock cycle: 9181, Requests in queue: 440, Servers: 10
Clock cycle: 9182, Requests in queue: 440, Servers: 10
Clock cycle: 9183, Requests in queue: 440, Servers: 10
Clock cycle: 9185, Requests in queue: 441, Servers: 10
Clock cycle: 9186, Requests in queue: 441, Servers: 10
Clock cycle: 9187, Requests in queue: 441, Servers: 10
Clock cycle: 9188, Requests in queue: 441, Servers: 10
Clock cycle: 9190, Requests in queue: 442, Servers: 10
Clock cycle: 9191, Requests in queue: 442, Servers: 10
Clock cycle: 9192, Requests in queue: 442, Servers: 10
Clock cycle: 9195, Requests in queue: 442, Servers: 10
Clock cycle: 9196, Requests in queue: 442, Servers: 10
Clock cycle: 9197, Requests in queue: 442, Servers: 10
Clock cycle: 9198, Requests in queue: 442, Servers: 10
Clock cycle: 9199, Requests in queue: 442, Servers: 10
Clock cycle: 9200, Requests in queue: 442, Servers: 10
Clock cycle: 9201, Requests in queue: 442, Servers: 10
Clock cycle: 9202, Requests in queue: 442, Servers: 10
Clock cycle: 9204, Requests in queue: 443, Servers: 10
Clock cycle: 9205, Requests in queue: 443, Servers: 10
Clock cycle: 9206, Requests in queue: 443, Servers: 10
Clock cycle: 9207, Requests in queue: 443, Servers: 10
Clock cycle: 9208, Requests in queue: 443, Servers: 10
Clock cycle: 9209, Requests in queue: 443, Servers: 10
Clock cycle: 9210, Requests in queue: 443, Servers: 10
Clock cycle: 9211, Requests in queue: 443, Servers: 10
Clock cycle: 9212, Requests in queue: 443, Servers: 10
Clock cycle: 9213, Requests in queue: 443, Servers: 10
Clock cycle: 9214, Requests in queue: 443, Servers: 10
Clock cycle: 9215, Requests in queue: 443, Servers: 10
Clock cycle: 9216, Requests in queue: 443, Servers: 10
Clock cycle: 9217, Requests in queue: 443, Servers: 10
Clock cycle: 9218, Requests in queue: 443, Servers: 10
Clock cycle: 9219, Requests in queue: 443, Servers: 10
Clock cycle: 9221, Requests in queue: 442, Servers: 10
Clock cycle: 9223, Requests in queue: 443, Servers: 10
Clock cycle: 9225, Requests in queue: 444, Servers: 10
Clock cycle: 9226, Requests in queue: 444, Servers: 10
Clock cycle: 9227, Requests in queue: 444, Servers: 10
Clock cycle: 9228, Requests in queue: 444, Servers: 10
Clock cycle: 9229, Requests in queue: 444, Servers: 10
Clock cycle: 9231, Requests in queue: 445, Servers: 10
Clock cycle: 9232, Requests in queue: 445, Servers: 10
Clock cycle: 9233, Requests in queue: 445, Servers: 10
Clock cycle: 9234, Requests in queue: 445, Servers: 10
Clock cycle: 9236, Requests in queue: 446, Servers: 10
Clock cycle: 9237, Requests in queue: 446, Servers: 10
Clock cycle: 9238, Requests in queue: 446, Servers: 10
Clock cycle: 9240, Requests in queue: 445, Servers: 10
Clock cycle: 9241, Requests in queue: 445, Servers: 10
Clock cycle: 9242, Requests in queue: 445, Servers: 10
Clock cycle: 9243, Requests in queue: 445, Servers: 10
Clock cycle: 9244, Requests in queue: 445, Servers: 10
Clock cycle: 9246, Requests in queue: 446, Servers: 10
Clock cycle: 9247, Requests in queue: 446, Servers: 10
Clock cycle: 9248, Requests in queue: 446, Servers: 10
Clock cycle: 9249, Requests in queue: 446, Servers: 10
Clock cycle: 9251, Requests in queue: 445, Servers: 10
Clock cycle: 9252, Requests in queue: 445, Servers: 10
Clock cycle: 9253, Requests in queue: 445, Servers: 10
Clock cycle: 9254, Requests in queue: 445, Servers: 10
Clock cycle: 9255, Requests in queue: 445, Servers: 10
Clock cycle: 9256, Requests in queue: 445, Servers: 10
Clock cycle: 9257, Requests in queue: 445, Servers: 10
Clock cycle: 9259, Requests in queue: 446, Servers: 10
Clock cycle: 9260, Requests in queue: 446, Servers: 10
Clock cycle: 9261, Requests in queue: 446, Servers: 10
Clock cycle: 9262, Requests in queue: 446, Servers: 10
Clock cycle: 9263, Requests in queue: 446, Servers: 10
Clock cycle: 9264, Requests in queue: 446, Servers: 10
Clock cycle: 9265, Requests in queue: 446, Servers: 10
Clock cycle: 9267, Requests in queue: 445, Servers: 10
Clock cycle: 9268, Requests in queue: 445, Servers: 10
Clock cycle: 9269, Requests in queue: 445, Servers: 10
Clock cycle: 9270, Requests in queue: 445, Servers: 10
Clock cycle: 9271, Requests in queue: 445, Servers: 10
Clock cycle: 9273, Requests in queue: 444, Servers: 10
Clock cycle: 9274, Requests in queue: 444, Servers: 10
Clock cycle: 9275, Requests in queue: 444, Servers: 10
Clock cycle: 9276, Requests in queue: 444, Servers: 10
Clock cycle: 9277, Requests in queue: 444, Servers: 10
Clock cycle: 9278, Requests in queue: 444, Servers: 10
Clock cycle: 9280, Requests in queue: 445, Servers: 10
Clock cycle: 9281, Requests in queue: 445, Servers: 10
Clock cycle: 9282, Requests in queue: 445, Servers: 10
Clock cycle: 9283, Requests in queue: 445, Servers: 10
Clock cycle: 9284, Requests in queue: 445, Servers: 10
Clock cycle: 9285, Requests in queue: 445, Servers: 10
Clock cycle: 9286, Requests in queue: 445, Servers: 10
Clock cycle: 9287, Requests in queue: 445, Servers: 10
Clock cycle: 9289, Requests in queue: 446, Servers: 10
Clock cycle: 9290, Requests in queue: 446, Servers: 10
Clock cycle: 9291, Requests in queue: 446, Servers: 10
Clock cycle: 9292, Requests in queue: 446, Servers: 10
Clock cycle: 9293, Requests in queue: 446, Servers: 10
Clock cycle: 9294, Requests in queue: 446, Servers: 10
Clock cycle: 9295, Requests in queue: 446, Servers: 10
Clock cycle: 9296, Requests in queue: 446, Servers: 10
Clock cycle: 9297, Requests in queue: 446, Servers: 10
Clock cycle: 9298, Requests in queue: 446, Servers: 10
Clock cycle: 9299, Requests in queue: 446, Servers: 10
Clock cycle: 9300, Requests in queue: 446, Servers: 10
Clock cycle: 9301, Requests in queue: 446, Servers: 10
Clock cycle: 9302, Requests in queue: 446, Servers: 10
Clock cycle: 9303, Requests in queue: 446, Servers: 10
Clock cycle: 9304, Requests in queue: 446, Servers: 10
Clock cycle: 9305, Requests in queue: 446, Servers: 10
Clock cycle: 9306, Requests in queue: 446, Servers: 10
Clock cycle: 9307, Requests in queue: 446, Servers: 10
Clock cycle: 9308, Requests in queue: 446, Servers: 10
Clock cycle: 9309, Requests in queue: 446, Servers: 10
Clock cycle: 9310, Requests in queue: 446, Servers: 10
Clock cycle: 9311, Requests in queue: 446, Servers: 10
Clock cycle: 9312, Requests in queue: 446, Servers: 10
Clock cycle: 9313, Requests in queue: 446, Servers: 10
Clock cycle: 9314, Requests in queue: 446, Servers: 10
Clock cycle: 9315, Requests in queue: 446, Servers: 10
Clock cycle: 9316, Requests in queue: 446, Servers: 10
Clock cycle: 9317, Requests in queue: 446, Servers: 10
Clock cycle: 9318, Requests in queue: 446, Servers: 10
Clock cycle: 9319, Requests in queue: 446, Servers: 10
Clock cycle: 9320, Requests in queue: 446, Servers: 10
Clock cycle: 9321, Requests in queue: 446, Servers: 10
Clock cycle: 9322, Requests in queue: 446, Servers: 10
Clock cycle: 9324, Requests in queue: 447, Servers: 10
Clock cycle: 9325, Requests in queue: 447, Servers: 10
Clock cycle: 9326, Requests in queue: 447, Servers: 10
Clock cycle: 9327, Requests in queue: 447, Servers: 10
Clock cycle: 9328, Requests in queue: 447, Servers: 10
Clock cycle: 9329, Requests in queue: 447, Servers: 10
Clock cycle: 9331, Requests in queue: 448, Servers: 10
Clock cycle: 9332, Requests in queue: 448, Servers: 10
Clock cycle: 9334, Requests in queue: 449, Servers: 10
Clock cycle: 9335, Requests in queue: 449, Servers: 10
Clock cycle: 9336, Requests in queue: 449, Servers: 10
Clock cycle: 9337, Requests in queue: 449, Servers: 10
Clock cycle: 9338, Requests in queue: 449, Servers: 10
Clock cycle: 9339, Requests in queue: 449, Servers: 10
Clock cycle: 9341, Requests in queue: 450, Servers: 10
Clock cycle: 9342, Requests in queue: 450, Servers: 10
Clock cycle: 9343, Requests in queue: 450, Servers: 10
Clock cycle: 9344, Requests in queue: 450, Servers: 10
Clock cycle: 9345, Requests in queue: 450, Servers: 10
Clock cycle: 9346, Requests in queue: 450, Servers: 10
Clock cycle: 9347, Requests in queue: 450, Servers: 10
Clock cycle: 9348, Requests in queue: 450, Servers: 10
Clock cycle: 9349, Requests in queue: 450, Servers: 10
Clock cycle: 9350, Requests in queue: 450, Servers: 10
Clock cycle: 9351, Requests in queue: 450, Servers: 10
Clock cycle: 9352, Requests in queue: 450, Servers: 10
Clock cycle: 9354, Requests in queue: 449, Servers: 10
Clock cycle: 9355, Requests in queue: 449, Servers: 10
Clock cycle: 9356, Requests in queue: 449, Servers: 10
Clock cycle: 9357, Requests in queue: 449, Servers: 10
Clock cycle: 9358, Requests in queue: 449, Servers: 10
Clock cycle: 9359, Requests in queue: 449, Servers: 10
Clock cycle: 9360, Requests in queue: 449, Servers: 10
Clock cycle: 9361, Requests in queue: 449, Servers: 10
Clock cycle: 9362, Requests in queue: 449, Servers: 10
Clock cycle: 9363, Requests in queue: 449, Servers: 10
Clock cycle: 9365, Requests in queue: 448, Servers: 10
Clock cycle: 9366, Requests in queue: 448, Servers: 10
Clock cycle: 9368, Requests in queue: 449, Servers: 10
Clock cycle: 9369, Requests in queue: 449, Servers: 10
Clock cycle: 9370, Requests in queue: 449, Servers: 10
Clock cycle: 9371, Requests in queue: 449, Servers: 10
Clock cycle: 9373, Requests in queue: 448, Servers: 10
Clock cycle: 9375, Requests in queue: 449, Servers: 10
Clock cycle: 9376, Requests in queue: 449, Servers: 10
Clock cycle: 9378, Requests in queue: 448, Servers: 10
Clock cycle: 9379, Requests in queue: 448, Servers: 10
Clock cycle: 9381, Requests in queue: 447, Servers: 10
Clock cycle: 9382, Requests in queue: 447, Servers: 10
Clock cycle: 9383, Requests in queue: 447, Servers: 10
Clock cycle: 9384, Requests in queue: 447, Servers: 10
Clock cycle: 9385, Requests in queue: 447, Servers: 10
Clock cycle: 9386, Requests in queue: 447, Servers: 10
Clock cycle: 9387, Requests in queue: 447, Servers: 10
Clock cycle: 9388, Requests in queue: 447, Servers: 10
Clock cycle: 9389, Requests in queue: 447, Servers: 10
Clock cycle: 9390, Requests in queue: 447, Servers: 10
Clock cycle: 9391, Requests in queue: 447, Servers: 10
Clock cycle: 9392, Requests in queue: 447, Servers: 10
Clock cycle: 9393, Requests in queue: 447, Servers: 10
Clock cycle: 9394, Requests in queue: 447, Servers: 10
Clock cycle: 9395, Requests in queue: 447, Servers: 10
Clock cycle: 9396, Requests in queue: 447, Servers: 10
Clock cycle: 9397, Requests in queue: 447, Servers: 10
Clock cycle: 9399, Requests in queue: 448, Servers: 10
Clock cycle: 9400, Requests in queue: 448, Servers: 10
Clock cycle: 9401, Requests in queue: 448, Servers: 10
Clock cycle: 9402, Requests in queue: 448, Servers: 10
Clock cycle: 9403, Requests in queue: 448, Servers: 10
Clock cycle: 9404, Requests in queue: 448, Servers: 10
Clock cycle: 9405, Requests in queue: 448, Servers: 10
Clock cycle: 9406, Requests in queue: 448, Servers: 10
Clock cycle: 9407, Requests in queue: 448, Servers: 10
Clock cycle: 9408, Requests in queue: 448, Servers: 10
Clock cycle: 9410, Requests in queue: 449, Servers: 10
Clock cycle: 9411, Requests in queue: 449, Servers: 10
Clock cycle: 9412, Requests in queue: 449, Servers: 10
Clock cycle: 9413, Requests in queue: 449, Servers: 10
Clock cycle: 9414, Requests in queue: 449, Servers: 10
Clock cycle: 9415, Requests in queue: 449, Servers: 10
Clock cycle: 9416, Requests in queue: 449, Servers: 10
Clock cycle: 9418, Requests in queue: 450, Servers: 10
Clock cycle: 9419, Requests in queue: 450, Servers: 10
Clock cycle: 9420, Requests in queue: 450, Servers: 10
Clock cycle: 9421, Requests in queue: 450, Servers: 10
Clock cycle: 9422, Requests in queue: 450, Servers: 10
Clock cycle: 9423, Requests in queue: 450, Servers: 10
Clock cycle: 9424, Requests in queue: 450, Servers: 10
Clock cycle: 9425, Requests in queue: 450, Servers: 10
Clock cycle: 9426, Requests in queue: 450, Servers: 10
Clock cycle: 9427, Requests in queue: 450, Servers: 10
Clock cycle: 9428, Requests in queue: 450, Servers: 10
Clock cycle: 9429, Requests in queue: 450, Servers: 10
Clock cycle: 9430, Requests in queue: 450, Servers: 10
Clock cycle: 9431, Requests in queue: 450, Servers: 10
Clock cycle: 9433, Requests in queue: 451, Servers: 10
Clock cycle: 9434, Requests in queue: 451, Servers: 10
Clock cycle: 9435, Requests in queue: 451, Servers: 10
Clock cycle: 9436, Requests in queue: 451, Servers: 10
Clock cycle: 9437, Requests in queue: 451, Servers: 10
Clock cycle: 9438, Requests in queue: 451, Servers: 10
Clock cycle: 9439, Requests in queue: 451, Servers: 10
Clock cycle: 9440, Requests in queue: 451, Servers: 10
Clock cycle: 9441, Requests in queue: 451, Servers: 10
Clock cycle: 9443, Requests in queue: 452, Servers: 10
Clock cycle: 9444, Requests in queue: 452, Servers: 10
Clock cycle: 9445, Requests in queue: 452, Servers: 10
Clock cycle: 9447, Requests in queue: 453, Servers: 10
Clock cycle: 9448, Requests in queue: 453, Servers: 10
Clock cycle: 9449, Requests in queue: 453, Servers: 10
Clock cycle: 9450, Requests in queue: 453, Servers: 10
Clock cycle: 9452, Requests in queue: 452, Servers: 10
Clock cycle: 9453, Requests in queue: 452, Servers: 10
Clock cycle: 9454, Requests in queue: 452, Servers: 10
Clock cycle: 9455, Requests in queue: 452, Servers: 10
Clock cycle: 9456, Requests in queue: 452, Servers: 10
Clock cycle: 9457, Requests in queue: 452, Servers: 10
Clock cycle: 9458, Requests in queue: 452, Servers: 10
Clock cycle: 9460, Requests in queue: 453, Servers: 10
Clock cycle: 9461, Requests in queue: 453, Servers: 10
Clock cycle: 9462, Requests in queue: 453, Servers: 10
Clock cycle: 9464, Requests in queue: 454, Servers: 10
Clock cycle: 9466, Requests in queue: 455, Servers: 10
Clock cycle: 9467, Requests in queue: 455, Servers: 10
Clock cycle: 9469, Requests in queue: 456, Servers: 10
Clock cycle: 9470, Requests in queue: 456, Servers: 10
Clock cycle: 9471, Requests in queue: 456, Servers: 10
Clock cycle: 9472, Requests in queue: 456, Servers: 10
Clock cycle: 9473, Requests in queue: 456, Servers: 10
Clock cycle: 9474, Requests in queue: 456, Servers: 10
Clock cycle: 9475, Requests in queue: 456, Servers: 10
Clock cycle: 9477, Requests in queue: 457, Servers: 10
Clock cycle: 9478, Requests in queue: 457, Servers: 10
